pub_type,authors,year,title,lowercase,includes_bats_in_title,includes_traits_in_title,to_keep,includes_trait_info,directly_available,fully_included_in_another_source,source,publisher,doi,s
Article,"Croci, S; Butet, A; Clergeau, P",2008,Does urbanization filter birds on the basis of their biological traits?,does urbanization filter birds on the basis of their biological traits?,no,yes,NA,NA,NA,NA,CONDOR,COOPER ORNITHOLOGICAL SOC,NA,auto
Article,"Poncet, V; Lamy, F; Devos, KM; Gale, MD; Sarr, A; Robert, T",2000,"Genetic control of domestication traits in pearl millet (Pennisetum glaucum L., Poaceae)","genetic control of domestication traits in pearl millet (pennisetum glaucum l., poaceae)",no,yes,NA,NA,NA,NA,THEORETICAL AND APPLIED GENETICS,SPRINGER,NA,auto
Article,"Souza, IM; Hughes, FM; Funch, LS; De Queiroz, LP",2021,Rethinking the pollination syndromes in Hymenaea (Leguminosae): the role of anthesis in the diversification,rethinking the pollination syndromes in hymenaea (leguminosae) the role of anthesis in the diversification,no,no,NA,NA,NA,NA,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,ACAD BRASILEIRA DE CIENCIAS,NA,auto
Article,"Assis, LCS",2023,Pollination syndromes and the origins of floral traits,pollination syndromes and the origins of floral traits,no,yes,NA,NA,NA,NA,ANNALS OF BOTANY,OXFORD UNIV PRESS,NA,auto
Article,"Dolédec, S; Tilbian, J; Bonada, N",2017,Temporal variability in taxonomic and trait compositions of invertebrate assemblages in two climatic regions with contrasting flow regimes,temporal variability in taxonomic and trait compositions of invertebrate assemblages in two climatic regions with contrasting flow regimes,no,yes,NA,NA,NA,NA,SCIENCE OF THE TOTAL ENVIRONMENT,ELSEVIER,NA,auto
Article,"Zhu, D; Liu, YY; Gong, LX; Si, M; Wang, QY; Feng, J; Jiang, TL",2024,The Consumption and Diversity Variation Responses of Agricultural Pests and Their Dietary Niche Differentiation in Insectivorous Bats,the consumption and diversity variation responses of agricultural pests and their dietary niche differentiation in insectivorous bats,yes,no,NA,NA,NA,NA,ANIMALS,MDPI,NA,auto
Article,"Krüger, F; Clare, EL; Greif, S; Siemers, BM; Symondson, WOC; Sommer, RS",2014,An integrative approach to detect subtle trophic niche differentiation in the sympatric trawling bat species Myotis dasycneme and Myotis daubentonii,an integrative approach to detect subtle trophic niche differentiation in the sympatric trawling bat species myotis dasycneme and myotis daubentonii,yes,no,NA,NA,NA,NA,MOLECULAR ECOLOGY,WILEY,NA,auto
Article,"Huang, JCC; Rustiati, EL; Nusalawo, M; Kingston, T",2019,Echolocation and roosting ecology determine sensitivity of forest-dependent bats to coffee agriculture,echolocation and roosting ecology determine sensitivity of forest dependent bats to coffee agriculture,yes,no,NA,NA,NA,NA,BIOTROPICA,WILEY,NA,auto
Article,"Hahs, AK; Fournier, B; Aronson, MFJ; Nilon, CH; Herrera-Montes, A; Salisbury, AB; Threlfall, CG; Rega-Brodsky, CC; Lepczyk, CA; La Sorte, FA; MacGregor-Fors, I; MacIvor, JS; Jung, K; Piana, MR; Williams, NSG; Knapp, S; Vergnes, A; Acevedo, AA; Gainsbury, AM; Rainho, A; Hamer, AJ; Shwartz, A; Voigt, CC; Lewanzik, D; Lowenstein, DM; O'Brien, D; Tommasi, D; Pineda, E; Carpenter, ES; Belskaya, E; Loevei, GL; Makinson, JC; Coleman, JL; Sadler, JP; Shroyer, J; Shapiro, JT; Baldock, KCR; Ksiazek-Mikenas, K; Matteson, KC; Barrett, K; Siles, L; Aguirre, LF; Armesto, LO; Zalewski, M; Herrera-Montes, MI; Obrist, MK; Tonietto, RK; Gagné, SA; Hinners, SJ; Latty, T; Surasinghe, TD; Sattler, T; Magura, T; Ulrich, W; Elek, Z; Castañeda-Oviedo, J; Torrado, R; Kotze, DJ; Moretti, M",2023,Urbanisation generates multiple trait syndromes for terrestrial animal taxa worldwide,urbanisation generates multiple trait syndromes for terrestrial animal taxa worldwide,no,yes,NA,NA,NA,NA,NATURE COMMUNICATIONS,NATURE PORTFOLIO,NA,auto
Article,"Segura-Trujillo, CA; Alvarez-Castañeda, ST; Castañeda-Rico, S; Maldonado, JE",2022,Taxonomic versus ecological prey traits among arthropodophagous bats: implications for surveying trophic partitioning patterns,taxonomic versus ecological prey traits among arthropodophagous bats implications for surveying trophic partitioning patterns,yes,yes,NA,NA,NA,NA,JOURNAL OF MAMMALOGY,OXFORD UNIV PRESS INC,NA,auto
Article,"Jakobsson, S; Wood, H; Ekroos, J; Lindborg, R",2020,Contrasting multi-taxa functional diversity patterns along vegetation structure gradients of woody pastures,contrasting multi taxa functional diversity patterns along vegetation structure gradients of woody pastures,no,no,NA,NA,NA,NA,BIODIVERSITY AND CONSERVATION,SPRINGER,NA,auto
Editorial Material,"Farneda, FZ; Rocha, R; López-Baucells, A; Sampaio, EM; Palmeirim, JM; Bobrowiec, PED; Grelle, CEV; Meyer, CFJ",2018,The Road to Functional Recovery: Temporal Effects of Matrix Regeneration on Amazonian Bats,the road to functional recovery temporal effects of matrix regeneration on amazonian bats,yes,no,NA,NA,NA,NA,TROPICAL CONSERVATION SCIENCE,SAGE PUBLICATIONS INC,NA,auto
Article,"Ferreira, MM; Xavier, BD; Bobrowiec, PED; de Castro, IJ; Hilário, R; da Cunha, AC; Oliveira, LL; de Toledo, JJ; Carvalho, WD",2022,Bat diversity is driven by elevation and distance to the nearest watercourse in a terra firme forest in the northeastern Brazilian Amazon,bat diversity is driven by elevation and distance to the nearest watercourse in a terra firme forest in the northeastern brazilian amazon,yes,no,NA,NA,NA,NA,JOURNAL OF TROPICAL ECOLOGY,CAMBRIDGE UNIV PRESS,NA,auto
Article,"Johnson, JB; Wood, PB; Edwards, JW",2006,Are external mine entrance characteristics related to bat use?,are external mine entrance characteristics related to bat use?,yes,no,NA,NA,NA,NA,WILDLIFE SOCIETY BULLETIN,WILDLIFE SOC,NA,auto
Article,"Onstein, RE; Kissling, WD; Chatrou, LW; Couvreur, TLP; Morlon, H; Sauquet, H",2019,Which frugivory-related traits facilitated historical long-distance dispersal in the custard apple family (Annonaceae)?,which frugivory related traits facilitated historical long distance dispersal in the custard apple family (annonaceae)?,no,yes,NA,NA,NA,NA,JOURNAL OF BIOGEOGRAPHY,WILEY,NA,auto
Article,"Larchanka, AI; Gorobeyko, UV; Makovetskaya, EV; Kiryanov, PS",2024,"Species composition, distribution, host-specificity, morphological and genetic characteristics of bat flies (Diptera, Nycteribiidae) in Belarus","species composition, distribution, host specificity, morphological and genetic characteristics of bat flies (diptera, nycteribiidae) in belarus",yes,no,NA,NA,NA,NA,SOUTH OF RUSSIA-ECOLOGY DEVELOPMENT,KAMERTON PUBLISHER,NA,auto
Article,"Gaudioso, PJ; Martínez, JJ; Barquez, RM; Díaz, MM",2020,"Evolution of scapula shape in several families of bats (Chiroptera, Mammalia)","evolution of scapula shape in several families of bats (chiroptera, mammalia)",yes,no,NA,NA,NA,NA,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,WILEY-HINDAWI,NA,auto
Review,"McCoshum, SM; Pratt, EL; Lent, KC; Boisen, EM",2023,Literature review of tri-colored bat natural history with implications to management,literature review of tri colored bat natural history with implications to management,yes,no,NA,NA,NA,NA,FRONTIERS IN CONSERVATION SCIENCE,FRONTIERS MEDIA SA,NA,auto
Article,"Blakey, RV; Law, BS; Kingsford, RT; Stoklosa, J",2017,Terrestrial laser scanning reveals below-canopy bat trait relationships with forest structure,terrestrial laser scanning reveals below canopy bat trait relationships with forest structure,yes,yes,NA,NA,NA,NA,REMOTE SENSING OF ENVIRONMENT,ELSEVIER SCIENCE INC,NA,auto
Article,"Chakravarty, R; Radchuk, V; Managave, S; Voigt, CC",2023,Increasing species richness along elevational gradients is associated with niche packing in bat assemblages,increasing species richness along elevational gradients is associated with niche packing in bat assemblages,yes,no,NA,NA,NA,NA,JOURNAL OF ANIMAL ECOLOGY,WILEY,NA,auto
Article,"Hull, CL; Cawthen, L",2013,"Bat fatalities at two wind farms in Tasmania, Australia: bat characteristics, and spatial and temporal patterns","bat fatalities at two wind farms in tasmania, australia bat characteristics, and spatial and temporal patterns",yes,no,NA,NA,NA,NA,NEW ZEALAND JOURNAL OF ZOOLOGY,TAYLOR & FRANCIS LTD,NA,auto
Review,"Drake, EC; Gignoux-Wolfsohn, S; Maslo, B",2020,Systematic Review of the Roost-Site Characteristics of North American Forest Bats: Implications for Conservation,systematic review of the roost site characteristics of north american forest bats implications for conservation,yes,no,NA,NA,NA,NA,DIVERSITY-BASEL,MDPI,NA,auto
Article,"Wigley, BJ; Slingsby, JA; Díaz, S; Bond, WJ; Fritz, H; Coetsee, C",2016,Leaf traits of African woody savanna species across climate and soil fertility gradients: evidence for conservative versus acquisitive resource-use strategies,leaf traits of african woody savanna species across climate and soil fertility gradients evidence for conservative versus acquisitive resource use strategies,no,yes,NA,NA,NA,NA,JOURNAL OF ECOLOGY,WILEY,NA,auto
Article,"Hiller, T; Brändel, SD; Honner, B; Page, RA; Tschapka, M",2020,Parasitization of bats by bat flies (Streblidae) in fragmented habitats,parasitization of bats by bat flies (streblidae) in fragmented habitats,yes,no,NA,NA,NA,NA,BIOTROPICA,WILEY,NA,auto
Article,"Andriollo, T; Michaux, JR; Ruedi, M",2021,Food for everyone: Differential feeding habits of cryptic bat species inferred from DNA metabarcoding,food for everyone differential feeding habits of cryptic bat species inferred from dna metabarcoding,yes,no,NA,NA,NA,NA,MOLECULAR ECOLOGY,WILEY,NA,auto
Article,"Roche, P; Díaz-Burlinson, N; Gachet, S",2004,Congruency analysis of species ranking based on leaf traits:: which traits are the more reliable?,congruency analysis of species ranking based on leaf traits which traits are the more reliable?,no,yes,NA,NA,NA,NA,PLANT ECOLOGY,SPRINGER,NA,auto
Article,"Wilkinson, GS; South, JM",2002,"Life history, ecology and longevity in bats","life history, ecology and longevity in bats",yes,no,NA,NA,NA,NA,AGING CELL,WILEY,NA,auto
Article,"Vitra, A; Deléglise, C; Meisser, M; Risch, AC; Signarbieux, C; Lamacque, L; Delzon, S; Buttler, A; Mariotte, P",2019,Responses of plant leaf economic and hydraulic traits mediate the effects of early- and late-season drought on grassland productivity,responses of plant leaf economic and hydraulic traits mediate the effects of early and late season drought on grassland productivity,no,yes,NA,NA,NA,NA,AOB PLANTS,OXFORD UNIV PRESS,NA,auto
Article,"Lacki, MJ; Schwierjohann, JH",2001,Day-roost characteristics of northern bats in mixed mesophytic forest,day roost characteristics of northern bats in mixed mesophytic forest,yes,no,NA,NA,NA,NA,JOURNAL OF WILDLIFE MANAGEMENT,WILEY,NA,auto
Article,"García-García, JL; Santos-Moreno, A; Kraker-Castañeda, C",2014,"Ecological traits of phyllostomid bats associated with sensitivity to tropical forest fragmentation in Los Chimalapas, Mexico.","ecological traits of phyllostomid bats associated with sensitivity to tropical forest fragmentation in los chimalapas, mexico.",yes,yes,NA,NA,NA,NA,TROPICAL CONSERVATION SCIENCE,SAGE PUBLICATIONS INC,NA,auto
Review,"Clayton, E; Munir, M",2020,Fundamental Characteristics of Bat Interferon Systems,fundamental characteristics of bat interferon systems,yes,no,NA,NA,NA,NA,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,FRONTIERS MEDIA SA,NA,auto
Article,"Kuo, YJ; Lee, YF; Kuo, YM; Tai, YL",2023,Context-specific variation and repeatability in behavioral traits of bent-wing bats,context specific variation and repeatability in behavioral traits of bent wing bats,yes,yes,NA,NA,NA,NA,ZOOLOGICAL LETTERS,BMC,NA,auto
Review,"de Souza, NN; Ursine, RL; Cruz, DS; Xavier, EDS; Queiroz, LDP; Falca, LAD; de Araújo, WS; Gontijo, CMF; Melo, MN; Vieira, TM",2023,Leishmania species infection of bats: A systematic review,leishmania species infection of bats a systematic review,yes,no,NA,NA,NA,NA,ACTA TROPICA,ELSEVIER,NA,auto
Article,"Farneda, FZ; Meyer, CFJ; Grelle, CEV",2020,Effects of land-use change on functional and taxonomic diversity of Neotropical batsPalavras-chave,effects of land use change on functional and taxonomic diversity of neotropical batspalavras chave,yes,no,NA,NA,NA,NA,BIOTROPICA,WILEY,NA,auto
Article,"Bhardwaj, M; Soanes, K; Straka, TM; Lahoz-Monfort, JJ; Lumsden, LF; van der Ree, R",2017,Differential use of highway underpasses by bats,differential use of highway underpasses by bats,yes,no,NA,NA,NA,NA,BIOLOGICAL CONSERVATION,ELSEVIER SCI LTD,NA,auto
Article,"Winter, AS; Hathaway, JJM; Kimble, JC; Buecher, DC; Valdez, EW; Porras-Alfaro, A; Young, JM; Read, KJH; Northup, DE",2017,"Skin and fur bacterial diversity and community structure on American southwestern bats: effects of habitat, geography and bat traits","skin and fur bacterial diversity and community structure on american southwestern bats effects of habitat, geography and bat traits",yes,yes,NA,NA,NA,NA,PEERJ,PEERJ INC,NA,auto
Article,"Pereira, MJR; Fonseca, C; Aguiar, LMS",2018,Loss of multiple dimensions of bat diversity under land-use intensification in the Brazilian Cerrado,loss of multiple dimensions of bat diversity under land use intensification in the brazilian cerrado,yes,no,NA,NA,NA,NA,HYSTRIX-ITALIAN JOURNAL OF MAMMALOGY,ASSOC TERIOLOGICA ITALIANA,NA,auto
Article,"Von Helversen, D; Holderied, MW; Von Helversen, O",2003,Echoes of bat-pollinated bell-shaped flowers: conspicuous for nectar-feeding bats?,echoes of bat pollinated bell shaped flowers conspicuous for nectar feeding bats?,yes,no,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL BIOLOGY,COMPANY BIOLOGISTS LTD,NA,auto
Review,"Ng, JHJ; Baker, ML",2013,Bats and bat-borne diseases: a perspective on Australian megabats,bats and bat borne diseases a perspective on australian megabats,yes,no,NA,NA,NA,NA,AUSTRALIAN JOURNAL OF ZOOLOGY,CSIRO PUBLISHING,NA,auto
Article,"Farneda, FZ; Grelle, CEV; Rocha, R; Ferreira, DF; López-Baucells, A; Meyer, CFJ",2020,Predicting biodiversity loss in island and countryside ecosystems through the lens of taxonomic and functional biogeography,predicting biodiversity loss in island and countryside ecosystems through the lens of taxonomic and functional biogeography,no,no,NA,NA,NA,NA,ECOGRAPHY,WILEY,NA,auto
Article,"Jones, MF; Li, Q; Ni, XJ; Beard, KC",2021,The earliest Asian bats (Mammalia: Chiroptera) address major gaps in bat evolution,the earliest asian bats (mammalia chiroptera) address major gaps in bat evolution,yes,no,NA,NA,NA,NA,BIOLOGY LETTERS,ROYAL SOC,NA,auto
Article,"Turcios-Casco, MA; Gatti, RC; Dri, GF; Cáceres, N; Stevens, R; Dambros, CD",2021,Ecological gradients explain variation of phyllostomid bat (Chiroptera: Phyllostomidae) diversity in Honduras,ecological gradients explain variation of phyllostomid bat (chiroptera phyllostomidae) diversity in honduras,yes,no,NA,NA,NA,NA,MAMMALIAN BIOLOGY,SPRINGER HEIDELBERG,NA,auto
Review,"McColl, KA; Tordo, N; Setién, AA",2000,Bat lyssavirus infections,bat lyssavirus infections,yes,no,NA,NA,NA,NA,REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,OFFICE INT EPIZOOTIES,NA,auto
Article,"Rodríguez-Durán, A; Padilla-Rodríguez, E",2008,"Blood Characteristics, Heart Mass, and Wing Morphology of Antillean Bats","blood characteristics, heart mass, and wing morphology of antillean bats",yes,no,NA,NA,NA,NA,CARIBBEAN JOURNAL OF SCIENCE,"UNIV PUERTO RICO,",NA,auto
Article,"Weinbeer, M; Kalko, EKV",2004,"Morphological characteristics predict alternate foraging strategy and microhabitat selection in the orange-bellied bat, Lampronycteris brachyotis","morphological characteristics predict alternate foraging strategy and microhabitat selection in the orange bellied bat, lampronycteris brachyotis",yes,no,NA,NA,NA,NA,JOURNAL OF MAMMALOGY,OXFORD UNIV PRESS INC,NA,auto
Article,"Qian, Y; Zeng, JY; Zheng, YM; Latham, J; Liang, B; Jiang, L; Zhang, SY",2007,"Characteristics of echolocating bats' auditory stereocilia length, compared with other mammals","characteristics of echolocating bats auditory stereocilia length, compared with other mammals",yes,no,NA,NA,NA,NA,SCIENCE IN CHINA SERIES C-LIFE SCIENCES,SCIENCE PRESS,NA,auto
Article,"Bokelmann, M; Balkema-Buschmann, A",2021,Coronaviruses in Bats,coronaviruses in bats,yes,no,NA,NA,NA,NA,BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT,SCHLUETERSCHE VERLAGSGESELLSCHAFT MBH & CO KG,NA,auto
Article,"Lee, H; Seo, MG; Lee, SH; Oem, JK; Kim, SH; Jeong, H; Kim, Y; Jheong, WH; Kwon, OD; Kwak, D",2021,"Relationship among bats, parasitic bat flies, and associated pathogens in Korea","relationship among bats, parasitic bat flies, and associated pathogens in korea",yes,no,NA,NA,NA,NA,PARASITES & VECTORS,BMC,NA,auto
Review,"Loeb, SC; Blakey, RV",2021,Bats and fire: a global review,bats and fire a global review,yes,no,NA,NA,NA,NA,FIRE ECOLOGY,SPRINGER,NA,auto
Review,"Stuckey, MJ; Chomel, BB; de Fleurieu, EC; Aguilar-Setién, A; Boulouis, HJ; Chang, CC",2017,"Bartonella, bats and bugs: A review","bartonella, bats and bugs a review",yes,no,NA,NA,NA,NA,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,ELSEVIER SCI LTD,NA,auto
Article,"Jeliazkov, A; Mijatovic, D; Chantepie, S; Andrew, N; Arlettaz, R; Barbaro, L; Barsoum, N; Bartonova, A; Belskaya, E; Bonada, N; Brind'Amour, A; Carvalho, R; Castro, H; Chmura, D; Choler, P; Chong-Seng, K; Cleary, D; Cormont, A; Cornwell, W; de Campos, R; de Voogd, N; Doledec, S; Drew, J; Dziock, F; Eallonardo, A; Edgar, MJ; Farneda, F; Hernandez, DF; Frenette-Dussault, C; Fried, G; Gallardo, B; Gibb, H; Gonçalves-Souza, T; Higuti, J; Humbert, JY; Krasnov, BR; Le Saux, E; Lindo, Z; Lopez-Baucells, A; Lowe, E; Marteinsdottir, B; Martens, K; Meffert, P; Mellado-Díaz, A; Menz, MHM; Meyer, CFJ; Miranda, JR; Mouillot, D; Ossola, A; Pakeman, R; Pavoine, S; Pekin, B; Pino, J; Pocheville, A; Pomati, F; Poschlod, P; Prentice, HC; Purschke, O; Raevel, V; Reitalu, T; Renema, W; Ribera, I; Robinson, N; Robroek, B; Rocha, R; Shieh, SH; Spake, R; Staniaszek-Kik, M; Stanko, M; Tejerina-Garro, FL; ter Braak, C; Urban, MC; van Klink, R; Villéger, S; Wegman, R; Westgate, MJ; Wolff, J; Zarnowiec, J; Zolotarev, M; Chase, JM",2020,"A global database for metacommunity ecology, integrating species, traits, environment and space","a global database for metacommunity ecology, integrating species, traits, environment and space",no,yes,NA,NA,NA,NA,SCIENTIFIC DATA,NATURE PUBLISHING GROUP,NA,auto
Review,"O'Shea, TJ; Cryan, PM; Hayman, DTS; Plowright, RK; Streicker, DG",2016,Multiple mortality events in bats: a global review,multiple mortality events in bats a global review,yes,no,NA,NA,NA,NA,MAMMAL REVIEW,WILEY,NA,auto
Article,"Frick, WF; Price, RD; Heady, PA; Kay, KM",2013,Insectivorous Bat Pollinates Columnar Cactus More Effectively per Visit than Specialized Nectar Bat,insectivorous bat pollinates columnar cactus more effectively per visit than specialized nectar bat,yes,no,NA,NA,NA,NA,AMERICAN NATURALIST,UNIV CHICAGO PRESS,NA,auto
Article,"Gallagher, ME; Farrell, SL; Germain, RH; Rojas, VG",2021,Summer Bat Habitat Use and Forest Characteristics in Managed Northeastern Forests,summer bat habitat use and forest characteristics in managed northeastern forests,yes,no,NA,NA,NA,NA,JOURNAL OF FORESTRY,OXFORD UNIV PRESS INC,NA,auto
Article,"Lacki, MJ; Baker, MD",2003,A prospective power analysis and review of habitat characteristics used in studies of tree-roosting bats,a prospective power analysis and review of habitat characteristics used in studies of tree roosting bats,yes,no,NA,NA,NA,NA,ACTA CHIROPTEROLOGICA,MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES,NA,auto
Review,"Mandl, JN; Schneider, C; Schneider, DS; Baker, ML",2018,Going to Bat(s) for Studies of Disease Tolerance,going to bat(s) for studies of disease tolerance,yes,no,NA,NA,NA,NA,FRONTIERS IN IMMUNOLOGY,FRONTIERS MEDIA SA,NA,auto
Article,"Jones, MF; Beard, KC; Simmons, NB",2024,Phylogeny and systematics of early Paleogene bats,phylogeny and systematics of early paleogene bats,yes,no,NA,NA,NA,NA,JOURNAL OF MAMMALIAN EVOLUTION,SPRINGER,NA,auto
Article,"Cabral, H; Guedes, TB; Santana, DJ",2022,"Functional traits and phylogeny explain snake distribution in the world's largest dry forest ecoregion, the Gran Chaco","functional traits and phylogeny explain snake distribution in the world s largest dry forest ecoregion, the gran chaco",no,yes,NA,NA,NA,NA,ECOLOGY AND EVOLUTION,WILEY,NA,auto
Article,"Sil-Berra, LM; Sánchez-Hernández, C; Romero-Almaraz, MD; Reynoso, VH",2021,Vulnerability to natural disturbance in communities of Neotropical bats: Short-term impact of Hurricane Patricia on the Mexican Pacific Coast,vulnerability to natural disturbance in communities of neotropical bats short term impact of hurricane patricia on the mexican pacific coast,yes,no,NA,NA,NA,NA,FOREST ECOLOGY AND MANAGEMENT,ELSEVIER,NA,auto
Article,"Blakey, RV; Law, BS; Kingsford, RT; Stoklosa, J; Tap, P; Williamson, K",2016,Bat communities respond positively to large-scale thinning of forest regrowth,bat communities respond positively to large scale thinning of forest regrowth,yes,no,NA,NA,NA,NA,JOURNAL OF APPLIED ECOLOGY,WILEY,NA,auto
Article,"Carvalho, WD; Rosalino, LM; Xavier, BD; de Castro, IJ; Hilário, R; Marques, TM; de Toledo, JJ; Vieira, MV; Palmeirim, JM; Mustin, K",2023,The relative importance of forest cover and patch-level drivers for phyllostomid bat communities in the Amazonian Savannas,the relative importance of forest cover and patch level drivers for phyllostomid bat communities in the amazonian savannas,yes,no,NA,NA,NA,NA,LANDSCAPE ECOLOGY,SPRINGER,NA,auto
Article,"Silva, CD; Machado, RB; Silveira, M; Aguiar, LMS",2023,Listening in the dark: acoustics indices reveal bat species diversity in a tropical savannah,listening in the dark acoustics indices reveal bat species diversity in a tropical savannah,yes,no,NA,NA,NA,NA,BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,TAYLOR & FRANCIS LTD,NA,auto
Article,"Emelianova, OR; Panyutina, AA; Sivitskaya, NA; Kitaycev, AA; Tihonova, NA",2018,SPATIO-TEMPORAL CHARACTERISTICS OF QUADRUPEDAL LOCOMOTION IN VESPERTILIONID BATS,spatio temporal characteristics of quadrupedal locomotion in vespertilionid bats,no,no,NA,NA,NA,NA,ZOOLOGICHESKY ZHURNAL,MAIK NAUKA-INTERPERIODICA PUBL,NA,auto
Article,"Ratcliffe, JM",2009,Neuroecology and diet selection in phyllostomid bats,neuroecology and diet selection in phyllostomid bats,yes,no,NA,NA,NA,NA,BEHAVIOURAL PROCESSES,ELSEVIER,NA,auto
Article,"Breton, E; Goberville, E; Sautour, B; Ouadi, A; Skouroliakou, DI; Seuront, L; Beaugrand, G; Kléparski, L; Crouvoisier, M; Pecqueur, D; Salmeron, C; Cauvin, A; Poquet, A; Garcia, N; Gohin, F; Christaki, U",2022,Multiple phytoplankton community responses to environmental change in a temperate coastal system: A trait-based approach,multiple phytoplankton community responses to environmental change in a temperate coastal system a trait based approach,no,yes,NA,NA,NA,NA,FRONTIERS IN MARINE SCIENCE,FRONTIERS MEDIA SA,NA,auto
Review,"Rueegger, N",2016,"Bat boxes - a review of their use and application, past, present and future","bat boxes a review of their use and application, past, present and future",yes,no,NA,NA,NA,NA,ACTA CHIROPTEROLOGICA,MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES,NA,auto
Article,"Fraser, EE; McGuire, LP",2023,Prehibernation swarming in temperate bats: a critical transition between summer activity and hibernation,prehibernation swarming in temperate bats a critical transition between summer activity and hibernation,yes,no,NA,NA,NA,NA,CANADIAN JOURNAL OF ZOOLOGY,CANADIAN SCIENCE PUBLISHING,NA,auto
Article,"Takada, H; Sato, A; Katsuta, S; Nakamura, K; Ohwaki, A; Kane, Y; Hayakawa, T; Inoue, E",2024,"Dietary partitioning in two gleaning bats, Japanese long-eared bats ( Plecotus sacrimontis) and Ussuri tube-nosed bats ( Murina ussuriensis): consuming insects of same order but different developmental stages","dietary partitioning in two gleaning bats, japanese long eared bats ( plecotus sacrimontis) and ussuri tube nosed bats ( murina ussuriensis) consuming insects of same order but different developmental stages",yes,no,NA,NA,NA,NA,ANIMAL BIOLOGY,BRILL,NA,auto
Review,"Mickleburgh, S; Waylen, K; Racey, P",2009,Bats as bushmeat: a global review,bats as bushmeat a global review,yes,no,NA,NA,NA,NA,ORYX,CAMBRIDGE UNIV PRESS,NA,auto
Review,"LEWIS, SE",1995,ROOST FIDELITY OF BATS - A REVIEW,roost fidelity of bats a review,no,no,NA,NA,NA,NA,JOURNAL OF MAMMALOGY,OXFORD UNIV PRESS INC,NA,auto
Article,"López-Aguirre, C; Ratcliffe, JM; Silcox, MT",2023,Interplay of diet and sympatry in the morphological evolution of noctilionoid bats,interplay of diet and sympatry in the morphological evolution of noctilionoid bats,yes,no,NA,NA,NA,NA,JOURNAL OF BIOGEOGRAPHY,WILEY,NA,auto
Article,"Segura-Trujillo, CA; Iñiguez-Dávalos, LI; Alvarez-Castañeda, ST; Castañeda-Rico, S; Maldonado, JE",2024,Interaction of sound-audition traits between eared insects and arthropodophagous bats: using a DNA approach to assess diet,interaction of sound audition traits between eared insects and arthropodophagous bats using a dna approach to assess diet,yes,yes,NA,NA,NA,NA,JOURNAL OF MAMMALOGY,OXFORD UNIV PRESS INC,NA,auto
Article,"Van Tussenbroek, IA; Knörnschild, M; Nagy, M; Ten Cate, CJ; Vernes, SC",2023,Morphological diversity in the brains of 12 Neotropical bat species,morphological diversity in the brains of 12 neotropical bat species,yes,no,NA,NA,NA,NA,ACTA CHIROPTEROLOGICA,MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES,NA,auto
Article,"Claireau, F; Kerbiriou, C; Charton, F; Braga, CD; Ferraille, T; Julien, JF; Machon, N; Allegrini, B; Puechmaille, SJ; Bas, Y",2021,Bat overpasses help bats to cross roads safely by increasing their flight height,bat overpasses help bats to cross roads safely by increasing their flight height,yes,no,NA,NA,NA,NA,ACTA CHIROPTEROLOGICA,MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES,NA,auto
Article,"Guo, YT; Jiang, JB; Qiao, GR; Luo, RH; Zhou, X; Hua, R; Zheng, CB; Liu, Z",2024,Pleiotropy of positive selection in ancient ACE2 suggests an alternative hypothesis for bat- specific adaptations to host coronaviruses,pleiotropy of positive selection in ancient ace2 suggests an alternative hypothesis for bat specific adaptations to host coronaviruses,yes,no,NA,NA,NA,NA,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,NATL ACAD SCIENCES,NA,auto
Article,"Burbrink, FT; Lorch, JM; Lips, KR",2017,Host susceptibility to snake fungal disease is highly dispersed across phylogenetic and functional trait space,host susceptibility to snake fungal disease is highly dispersed across phylogenetic and functional trait space,no,yes,NA,NA,NA,NA,SCIENCE ADVANCES,AMER ASSOC ADVANCEMENT SCIENCE,NA,auto
Review,"Baker, KS; Murcia, PR",2014,Poxviruses in Bats ... so What?,poxviruses in bats ... so what?,yes,no,NA,NA,NA,NA,VIRUSES-BASEL,MDPI,NA,auto
Article,"Guy, C; Thiagavel, J; Mideo, N; Ratcliffe, JM",2019,Phylogeny matters: revisiting 'a comparison of bats and rodents as reservoirs of zoonotic viruses',phylogeny matters revisiting a comparison of bats and rodents as reservoirs of zoonotic viruses,yes,no,NA,NA,NA,NA,ROYAL SOCIETY OPEN SCIENCE,ROYAL SOC,NA,auto
