pub_type,authors,year,title,lowercase,includes_bats_in_title,includes_traits_in_title,to_keep,includes_trait_info,directly_available,fully_included_in_another_source,source,publisher,doi,s
journalArticle,"Allegrini, Claudia; Korine, Carmi; Krasnov, Boris R.",2024,Climatic gradients and forest composition shape bat communities in Eastern Mediterranean pine plantations,climatic gradients and forest composition shape bat communities in eastern mediterranean pine plantations,yes,no,NA,NA,NA,NA,Integrative Zoology,Wiley Online Library,10.1111/1749-4877.12800,auto
journalArticle,"Ghazali, Maria; Vertsimakha, Oksana; Dzeverin, Igor",2024,"The beginning of divergence in morphological integration and modularity patterns is exemplified by the odontometric characters of two closely related bat species, Myotis blythii and Myotis myotis (Chiroptera, Vespertilionidae)","the beginning of divergence in morphological integration and modularity patterns is exemplified by the odontometric characters of two closely related bat species, myotis blythii and myotis myotis (chiroptera, vespertilionidae)",yes,no,NA,NA,NA,NA,Acta Chiropterologica,IngentaConnect,10.3161/15081109ACC2024.26.1.010,auto
journalArticle,"Vernes, Sonja C.",2017,What bats have to say about speech and language,what bats have to say about speech and language,yes,no,NA,NA,NA,NA,Psychonomic Bulletin & Review,Springer Link,10.3758/s13423-016-1060-3,auto
journalArticle,"Luck, Gary W.; Smallbone, Lisa; Threlfall, Caragh; Law, Bradley",2013,Patterns in bat functional guilds across multiple urban centres in south-eastern Australia,patterns in bat functional guilds across multiple urban centres in south eastern australia,yes,no,NA,NA,NA,NA,Landscape Ecology,Springer Link,10.1007/s10980-012-9842-0,auto
journalArticle,"Davies, Kalina TJ; Maryanto, Ibnu; Rossiter, Stephen J.",2013,Evolutionary origins of ultrasonic hearing and laryngeal echolocation in bats inferred from morphological analyses of the inner ear,evolutionary origins of ultrasonic hearing and laryngeal echolocation in bats inferred from morphological analyses of the inner ear,yes,no,NA,NA,NA,NA,Frontiers in Zoology,Springer Link,10.1186/1742-9994-10-2,auto
journalArticle,"Gaudioso, Pablo J.; Pérez, M. Julieta; Barquez, R. M.; Arroyo-Cabrales, J.; Díaz, M. Mónica",2022,Morphology of the hand skeleton of bats of the genus <i>Noctilio</i> (Chiroptera: Noctilionidae),morphology of the hand skeleton of bats of the genus <i>noctilio</i> (chiroptera noctilionidae),yes,no,NA,NA,NA,NA,Zoologischer Anzeiger,ScienceDirect,10.1016/j.jcz.2022.08.003,auto
journalArticle,"Rossoni, Daniela M.; Assis, Ana Paula A.; Giannini, Norberto P.; Marroig, Gabriel",2017,Intense natural selection preceded the invasion of new adaptive zones during the radiation of New World leaf-nosed bats,intense natural selection preceded the invasion of new adaptive zones during the radiation of new world leaf nosed bats,yes,no,NA,NA,NA,NA,Scientific Reports,www.nature.com,10.1038/s41598-017-08989-6,auto
journalArticle,"García-Herrera, Leidy Viviana; Ramírez-Fráncel, Leidy Azucena; Guevara, Giovany; Lim, Burton K; Losada-Prado, Sergio",2023,Wing morphology is related to niche specialization and interaction networks in stenodermatine bats (Chiroptera: Phyllostomidae),wing morphology is related to niche specialization and interaction networks in stenodermatine bats (chiroptera phyllostomidae),yes,no,NA,NA,NA,NA,Journal of Mammalogy,Silverchair,10.1093/jmammal/gyac112,auto
journalArticle,"Cooper, Kimberly L.; Tabin, Clifford J.",2008,Understanding of bat wing evolution takes flight,understanding of bat wing evolution takes flight,yes,no,NA,NA,NA,NA,Genes & Development,DOI.org (Crossref),10.1101/gad.1639108,auto
journalArticle,"MARCHÁN-RIVADENEIRA, MARÍA R.; LARSEN, PETER A.; PHILLIPS, CARLETON J.; STRAUSS, RICHARD E.; BAKER, ROBERT J.",2012,"On the association between environmental gradients and skull size variation in the great fruit-eating bat, Artibeus lituratus (Chiroptera: Phyllostomidae)","on the association between environmental gradients and skull size variation in the great fruit eating bat, artibeus lituratus (chiroptera phyllostomidae)",yes,no,NA,NA,NA,NA,Biological Journal of the Linnean Society,Silverchair,10.1111/j.1095-8312.2011.01804.x,auto
journalArticle,"Briones-Salas, Miguel; Medina-Cruz, Gabriela E.; Martin-Regalado, Cintia Natalia",2024,"Taxonomic, Functional, and Phylogenetic Diversity of Bats in Urban and Suburban Environments in Southern México","taxonomic, functional, and phylogenetic diversity of bats in urban and suburban environments in southern méxico",yes,no,NA,NA,NA,NA,Diversity,www.mdpi.com,10.3390/d16090527,auto
journalArticle,"Laforge, Alexis; Barbaro, Luc; Bas, Yves; Calatayud, François; Ladet, Sylvie; Sirami, Clélia; Archaux, Frédéric",2022,Road density and forest fragmentation shape bat communities in temperate mosaic landscapes,road density and forest fragmentation shape bat communities in temperate mosaic landscapes,yes,no,NA,NA,NA,NA,Landscape and Urban Planning,ScienceDirect,10.1016/j.landurbplan.2022.104353,auto
journalArticle,"Cisneros, Laura M.; Burgio, Kevin R.; Dreiss, Lindsay M.; Klingbeil, Brian T.; Patterson, Bruce D.; Presley, Steven J.; Willig, Michael R.",2014,Multiple dimensions of bat biodiversity along an extensive tropical elevational gradient,multiple dimensions of bat biodiversity along an extensive tropical elevational gradient,yes,no,NA,NA,NA,NA,Journal of Animal Ecology,Wiley Online Library,10.1111/1365-2656.12201,auto
journalArticle,"Koyabu, Daisuke; Son, Nguyen Truong",2014,Patterns of postcranial ossification and sequence heterochrony in bats: Life histories and developmental trade-offs,patterns of postcranial ossification and sequence heterochrony in bats life histories and developmental trade offs,yes,no,NA,NA,NA,NA,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,Wiley Online Library,10.1002/jez.b.22581,auto
journalArticle,"Blakey, Rachel V.; Webb, Elisabeth B.; Kesler, Dylan C.; Siegel, Rodney B.; Corcoran, Derek; Johnson, Matthew",2019,Bats in a changing landscape: Linking occupancy and traits of a diverse montane bat community to fire regime,bats in a changing landscape linking occupancy and traits of a diverse montane bat community to fire regime,yes,yes,NA,NA,NA,NA,Ecology and Evolution,Wiley Online Library,10.1002/ece3.5121,auto
journalArticle,"Rodríguez-Herrera, Bernal; Rodríguez, Paulina; Watson, Whitney; McCracken, Gary F; Medellín, Rodrigo A; Galván, Ismael",2019,Sexual dichromatism and condition-dependence in the skin of a bat,sexual dichromatism and condition dependence in the skin of a bat,yes,no,NA,NA,NA,NA,Journal of Mammalogy,Silverchair,10.1093/jmammal/gyz035,auto
journalArticle,"Rojas, Tobias Nicolas; Bruzzone, Octavio Augusto; Zampini, Iris Catiana; Isla, María Inés; Blendinger, Pedro G.",2021,"A combination of rules govern fruit trait preference by frugivorous bat and bird species: nutrients, defence and size","a combination of rules govern fruit trait preference by frugivorous bat and bird species nutrients, defence and size",yes,yes,NA,NA,NA,NA,Animal Behaviour,ScienceDirect,10.1016/j.anbehav.2021.04.001,auto
journalArticle,"Miguel, Pedro Henrique; Batisteli, Augusto F.; Cruz-Neto, Ariovaldo P.",2024,Personality and behavioural syndromes in two species of fruit bats (Chiroptera: Phyllostomidae),personality and behavioural syndromes in two species of fruit bats (chiroptera phyllostomidae),yes,no,NA,NA,NA,NA,Animal Behaviour,ScienceDirect,10.1016/j.anbehav.2024.09.011,auto
journalArticle,"Carter, Gerald G.",2021,Co-option and the evolution of food sharing in vampire bats,co option and the evolution of food sharing in vampire bats,yes,no,NA,NA,NA,NA,Ethology,Wiley Online Library,10.1111/eth.13146,auto
journalArticle,"Meniri, Magali; Hebinger, Doriane; Sorlin, Mahaut; Ramirez, Marine; Kauffmann, Emilie; Vallat, Armelle J; Glauser, Gaëtan; Fasel, Nicolas; Helfenstein, Fabrice",2020,Morphological and physiological consequences of a dietary restriction during early life in bats,morphological and physiological consequences of a dietary restriction during early life in bats,yes,no,NA,NA,NA,NA,Behavioral Ecology,Silverchair,10.1093/beheco/arz205,auto
journalArticle,"Frank, Hannah K.; Frishkoff, Luke O.; Mendenhall, Chase D.; Daily, Gretchen C.; Hadly, Elizabeth A.",2017,"Phylogeny, Traits, and Biodiversity of a Neotropical Bat Assemblage: Close Relatives Show Similar Responses to Local Deforestation","phylogeny, traits, and biodiversity of a neotropical bat assemblage close relatives show similar responses to local deforestation",yes,yes,NA,NA,NA,NA,The American Naturalist,journals.uchicago.edu (Atypon),10.1086/692534,auto
journalArticle,"Marsden, Genevieve E.; Vosloo, Dalene; Schoeman, M. Corrie",2023,Urban tolerance is phylogenetically constrained and mediated by pre-adaptations in African bats,urban tolerance is phylogenetically constrained and mediated by pre adaptations in african bats,yes,no,NA,NA,NA,NA,Ecology and Evolution,Wiley Online Library,10.1002/ece3.9840,auto
journalArticle,"Wible, John R.; Bhatnagar, Kunwar P.",1996,Chiropteran vomeronasal complex and the interfamilial relationships of bats,chiropteran vomeronasal complex and the interfamilial relationships of bats,yes,no,NA,NA,NA,NA,Journal of Mammalian Evolution,Springer Link,10.1007/BF02077447,auto
journalArticle,"Dai, Wentao; Leng, Haixia; Li, Jun; Li, Aoqiang; Li, Zhongle; Zhu, Yue; Li, Xiaolin; Jin, Longru; Sun, Keping; Feng, Jiang",2024,The role of host traits and geography in shaping the gut microbiome of insectivorous bats,the role of host traits and geography in shaping the gut microbiome of insectivorous bats,yes,yes,NA,NA,NA,NA,mSphere,journals.asm.org (Atypon),10.1128/msphere.00087-24,auto
journalArticle,"Biassi, David Liposki; Baldissera, Ronei; Galiano, Daniel; De Souza Rezende, Renan",2021,Effects of pine forest management practices on bat functional traits in a subtropical region,effects of pine forest management practices on bat functional traits in a subtropical region,yes,yes,NA,NA,NA,NA,Acta Chiropterologica,IngentaConnect,10.3161/15081109ACC2021.23.2.012,auto
journalArticle,"Chakravarty, Rohit; Mohan, Ram; Voigt, Christian C.; Krishnan, Anand; Radchuk, Viktoriia",2021,Functional diversity of Himalayan bat communities declines at high elevation without the loss of phylogenetic diversity,functional diversity of himalayan bat communities declines at high elevation without the loss of phylogenetic diversity,yes,no,NA,NA,NA,NA,Scientific Reports,www.nature.com,10.1038/s41598-021-01939-3,auto
journalArticle,"Bordes, Frédéric; Morand, Serge; Ricardo, Guerrero",2008,Bat fly species richness in Neotropical bats: correlations with host ecology and host brain,bat fly species richness in neotropical bats correlations with host ecology and host brain,yes,no,NA,NA,NA,NA,Oecologia,Springer Link,10.1007/s00442-008-1115-x,auto
journalArticle,"Threlfall, Caragh; Law, Bradley; Penman, Trent; Banks, Peter B.",2011,Ecological processes in urban landscapes: mechanisms influencing the distribution and activity of insectivorous bats,ecological processes in urban landscapes mechanisms influencing the distribution and activity of insectivorous bats,yes,no,NA,NA,NA,NA,Ecography,Wiley Online Library,10.1111/j.1600-0587.2010.06939.x,auto
thesis,"Maugoust, Jacob",2021,Endocranial structures of Chiroptera (Mammalia) : contribution from fossils,endocranial structures of chiroptera (mammalia) contribution from fossils,no,no,NA,NA,NA,NA,NA,theses.hal.science,NA,auto
journalArticle,"Liévano-Latorre, Luisa Fernanda; Varassin, Isabela G.; Zanata, Thais B.",2023,Evolutionary history and precipitation seasonality shape niche overlap in Neotropical bat–plant pollination networks,evolutionary history and precipitation seasonality shape niche overlap in neotropical bat plant pollination networks,yes,no,NA,NA,NA,NA,Biotropica,Wiley Online Library,10.1111/btp.13181,auto
journalArticle,"Luis, Angela D.; Hayman, David T. S.; O'Shea, Thomas J.; Cryan, Paul M.; Gilbert, Amy T.; Pulliam, Juliet R. C.; Mills, James N.; Timonin, Mary E.; Willis, Craig K. R.; Cunningham, Andrew A.; Fooks, Anthony R.; Rupprecht, Charles E.; Wood, James L. N.; Webb, Colleen T.",2013,A comparison of bats and rodents as reservoirs of zoonotic viruses: are bats special?,a comparison of bats and rodents as reservoirs of zoonotic viruses are bats special?,yes,no,NA,NA,NA,NA,Proceedings of the Royal Society B: Biological Sciences,royalsocietypublishing.org (Atypon),10.1098/rspb.2012.2753,auto
journalArticle,"Li, Qing; Sun, Xiaoman; Li, Zhixin; Liu, Yue; Vavricka, Christopher J.; Qi, Jianxun; Gao, George F.",2012,Structural and functional characterization of neuraminidase-like molecule N10 derived from bat influenza A virus,structural and functional characterization of neuraminidase like molecule n10 derived from bat influenza a virus,yes,no,NA,NA,NA,NA,Proceedings of the National Academy of Sciences,pnas.org (Atypon),10.1073/pnas.1211037109,auto
journalArticle,"Mundinger, Carolin; Fleischer, Toni; Scheuerlein, Alexander; Kerth, Gerald",2022,Global warming leads to larger bats with a faster life history pace in the long-lived Bechstein’s bat (Myotis bechsteinii),global warming leads to larger bats with a faster life history pace in the long lived bechstein s bat (myotis bechsteinii),yes,no,NA,NA,NA,NA,Communications Biology,www.nature.com,10.1038/s42003-022-03611-6,auto
journalArticle,"Nieto-Rabiela, F.; Suzán, G.; Wiratsudakul, A.; Rico-Chávez, O.",2018,Viral metacommunities associated to bats and rodents at different spatial scales,viral metacommunities associated to bats and rodents at different spatial scales,yes,no,NA,NA,NA,NA,Community Ecology,Springer Link,10.1556/168.2018.19.2.9,auto
journalArticle,"Jepsen, Glenn L.",1966,Early Eocene Bat from Wyoming,early eocene bat from wyoming,yes,no,NA,NA,NA,NA,Science,science.org (Atypon),10.1126/science.154.3754.1333,auto
journalArticle,"Chaverri, G.; Kunz, T. H.",2006,Reproductive biology and postnatal development in the tent-making bat Artibeus watsoni (Chiroptera: Phyllostomidae),reproductive biology and postnatal development in the tent making bat artibeus watsoni (chiroptera phyllostomidae),yes,no,NA,NA,NA,NA,Journal of Zoology,Wiley Online Library,10.1111/j.1469-7998.2006.00171.x,auto
journalArticle,"Maki, Takahiro; Sannomiya, Nozomi; Hirao, Toshihide; Fukui, Dai",2024,"Scale-dependent influences of environmental, historical, and spatial processes on taxonomic and functional beta diversity of Japanese bat assemblages","scale dependent influences of environmental, historical, and spatial processes on taxonomic and functional beta diversity of japanese bat assemblages",yes,no,NA,NA,NA,NA,Ecology and Evolution,Wiley Online Library,10.1002/ece3.11277,auto
journalArticle,"Bogoni, Juliano A.; Carvalho-Rocha, Vítor; Ferraz, Katia M. P. M. B.; Peres, Carlos A.",2021,Interacting elevational and latitudinal gradients determine bat diversity and distribution across the Neotropics,interacting elevational and latitudinal gradients determine bat diversity and distribution across the neotropics,yes,no,NA,NA,NA,NA,Journal of Animal Ecology,Wiley Online Library,10.1111/1365-2656.13594,auto
journalArticle,"Szentiványi, Tamara; Vincze, Orsolya; Estók, Péter",2017,Density-dependent sex ratio and sex-specific preference for host traits in parasitic bat flies,density dependent sex ratio and sex specific preference for host traits in parasitic bat flies,yes,yes,NA,NA,NA,NA,Parasites & Vectors,Springer Link,10.1186/s13071-017-2340-0,auto
